lp;czas;nr rej
5066;15:22:07;AC9524
5067;15:22:08;CA2268
5068;15:22:14;BB4114
5069;15:22:25;BA4838
5070;15:22:32;AA4508
5071;15:22:34;AC6910
5072;15:22:38;AA8566
5073;15:22:48;CC4738
5074;15:22:54;CA9302
5075;15:22:56;CB7789
5076;15:22:57;AB5547
5077;15:23:08;CC7008
5078;15:23:19;AB1086
5079;15:23:24;CC7254
5080;15:23:31;BB9890
5081;15:23:39;AC6632
5082;15:23:47;AB5639
5083;15:23:49;AA1314
5084;15:23:54;CB3982
5085;15:24:01;CB1934
5086;15:24:11;BB6796
5087;15:24:25;BA2795
5088;15:24:39;BB2913
5089;15:24:53;AB6528
5090;15:24:58;AC5881
5091;15:25:08;AA4141
5092;15:25:21;AA8341
5093;15:25:23;AB5894
5094;15:25:37;CA5120
5095;15:25:44;CA7255
5096;15:25:47;BB4257
5097;15:25:54;AB9835
5098;15:26:01;CB3209
5099;15:26:08;CC7733
5100;15:26:21;CA2924
5101;15:26:33;CB2768
5102;15:26:42;CC9297
5103;15:26:55;BC5655
5104;15:26:57;AC8519
5105;15:27:11;BA2890
5106;15:27:15;CA6342
5107;15:27:28;AB3827
5108;15:27:35;CB7911
5109;15:27:45;AA2678
5110;15:27:58;CC2917
5111;15:28:09;AB5778
5112;15:28:13;CA8950
5113;15:28:19;CC8102
5114;15:28:27;BC3170
5115;15:28:28;BB9350
5116;15:28:40;AA5512
5117;15:28:41;BC5771
5118;15:28:54;AC7177
5119;15:28:55;CA9440
5120;15:29:04;CC3886
5121;15:29:19;AA4868
5122;15:29:27;BB1560
5123;15:29:38;CA4629
5124;15:29:46;CB4407
5125;15:29:53;BB3521
5126;15:30:04;BB3530
5127;15:30:15;BA8489
5128;15:30:16;AC9938
5129;15:30:21;BB1449
5130;15:30:29;CB2810
5131;15:30:44;CB4697
5132;15:30:48;BC7595
5133;15:30:54;CB4849
5134;15:30:57;BB9804
5135;15:30:58;AB6017
5136;15:31:01;CA1436
5137;15:31:06;AA7219
5138;15:31:11;BC9460
5139;15:31:12;BB3800
5140;15:31:26;CC5139
5141;15:31:34;CA2372
5142;15:31:35;CC6578
5143;15:31:40;AA2462
5144;15:31:50;BC1180
5145;15:32:02;CA2066
5146;15:32:16;CB4340
5147;15:32:22;AB1517
5148;15:32:33;AA3586
5149;15:32:47;CA7737
5150;15:32:50;CA9172
5151;15:33:00;BB5231
5152;15:33:04;BB8425
5153;15:33:11;CA6200
5154;15:33:22;BC2017
5155;15:33:35;BA8004
5156;15:33:37;CA4389
5157;15:33:46;BB4666
5158;15:33:49;CC3602
5159;15:34:04;CC6791
5160;15:34:18;CA6547
5161;15:34:24;AA7818
5162;15:34:32;CA8214
5163;15:34:45;BA7639
5164;15:35:00;AC7939
5165;15:35:10;CC3798
5166;15:35:15;AC7247
5167;15:35:18;BB6431
5168;15:35:33;AC7981
5169;15:35:34;BC7348
5170;15:35:49;AC5506
5171;15:35:55;AC9683
5172;15:36:06;BB7019
5173;15:36:07;AC8296
5174;15:36:19;AA5600
5175;15:36:23;CC8448
5176;15:36:32;AA6564
5177;15:36:43;CA8065
5178;15:36:50;AA2000
5179;15:36:55;AA2923
5180;15:37:00;AC5950
5181;15:37:13;AB3735
5182;15:37:21;CC6031
5183;15:37:35;BC5232
5184;15:37:42;AA6572
5185;15:37:46;BA6651
5186;15:37:58;BA5558
5187;15:38:12;CC6896
5188;15:38:26;AB6250
5189;15:38:33;BA4228
5190;15:38:41;BC1678
5191;15:38:44;BC2597
5192;15:38:52;BB4538
5193;15:38:56;BA3453
5194;15:39:07;AB3108
5195;15:39:20;BB9375
5196;15:39:29;BB9542
5197;15:39:44;AA9917
5198;15:39:59;AB1989
5199;15:40:06;AC1393
5200;15:40:11;BC9353
5201;15:40:15;BC2132
5202;15:40:28;AC8361
5203;15:40:35;BB5654
5204;15:40:45;AA6682
5205;15:40:59;CA4410
5206;15:41:03;CB5431
5207;15:41:10;BB7700
5208;15:41:24;CC8112
5209;15:41:37;CA6759
5210;15:41:42;AA1946
5211;15:41:45;BA4066
5212;15:41:54;BA6077
5213;15:41:57;AA9333
5214;15:42:06;CB8968
5215;15:42:21;CB7234
5216;15:42:22;AB8361
5217;15:42:37;CC5593
5218;15:42:48;BC6194
5219;15:43:01;AC5819
5220;15:43:12;CB9230
5221;15:43:22;CB9100
5222;15:43:31;BA9453
5223;15:43:35;BB1765
5224;15:43:41;CA2178
5225;15:43:49;CC8820
5226;15:44:03;BA6083
5227;15:44:15;AA9182
5228;15:44:29;BA9332
5229;15:44:37;BC7736
5230;15:44:51;AC8768
5231;15:44:52;CA4591
5232;15:44:55;AA2782
5233;15:45:02;CC7716
5234;15:45:08;CA4403
5235;15:45:23;CB7819
5236;15:45:33;CC2286
5237;15:45:41;AA9713
5238;15:45:44;CC8938
5239;15:45:51;AB4859
5240;15:46:04;BA8090
5241;15:46:13;AB2538
5242;15:46:20;AB2845
5243;15:46:21;CB5944
5244;15:46:36;BA2294
5245;15:46:39;BB3789
5246;15:46:45;AA3801
5247;15:46:51;AB2366
5248;15:46:58;AC1099
5249;15:47:00;BC6979
5250;15:47:01;BA1773
5251;15:47:07;AC1011
5252;15:47:16;CC5647
5253;15:47:26;CA1672
5254;15:47:38;CA1423
5255;15:47:41;CC3944
5256;15:47:54;CB8671
5257;15:48:04;BC2972
5258;15:48:18;AB3194
5259;15:48:19;BB3405
5260;15:48:31;BC5208
5261;15:48:36;AA4351
5262;15:48:44;BC3724
5263;15:48:58;CC8980
5264;15:49:00;BA1576
5265;15:49:10;CA5850
5266;15:49:20;BB8049
5267;15:49:22;CB9621
5268;15:49:27;CA7685
5269;15:49:31;CA8248
5270;15:49:40;CA6906
5271;15:49:42;AA6141
5272;15:49:55;CA3913
5273;15:50:00;AC5177
5274;15:50:08;BA7472
5275;15:50:10;BA4187
5276;15:50:13;AC5623
5277;15:50:19;AC9848
5278;15:50:26;CA9701
5279;15:50:37;AB6221
5280;15:50:46;AC7121
5281;15:50:49;BB2294
5282;15:50:55;CC4773
5283;15:50:56;BC9060
5284;15:50:59;AC9729
5285;15:51:13;AC2648
5286;15:51:27;BA3422
5287;15:51:41;AA1540
5288;15:51:52;BB3569
5289;15:51:56;AA7691
5290;15:52:11;CA3028
5291;15:52:13;BA3734
5292;15:52:22;BB6676
5293;15:52:36;BB9197
5294;15:52:46;CB6414
5295;15:52:58;CA1482
5296;15:53:01;BA9938
5297;15:53:03;AC9245
5298;15:53:18;CB1905
5299;15:53:22;BC6820
5300;15:53:29;AC2234
5301;15:53:39;BC1417
5302;15:53:45;AA9880
5303;15:53:51;AB1716
5304;15:53:54;BB2401
5305;15:53:57;CB9350
5306;15:54:10;CB5188
5307;15:54:11;AA3524
5308;15:54:25;BA3374
5309;15:54:31;CA2809
5310;15:54:43;BA9563
5311;15:54:51;CC8992
5312;15:54:53;AC6809
5313;15:54:59;CC3238
5314;15:55:13;BC4967
5315;15:55:25;BB6444
5316;15:55:34;CB2475
5317;15:55:43;CB3264
5318;15:55:44;CA6434
5319;15:55:54;CB1778
5320;15:56:07;CC9058
5321;15:56:15;AB2288
5322;15:56:24;CA8232
5323;15:56:26;BB8630
5324;15:56:35;CA5053
5325;15:56:41;AB7058
5326;15:56:43;AB5174
5327;15:56:57;AC8025
5328;15:56:58;AB3682
5329;15:57:01;BA8894
5330;15:57:14;BB3364
5331;15:57:27;CB4878
5332;15:57:37;AB9030
5333;15:57:39;BC9666
5334;15:57:46;BC2515
5335;15:58:01;BC4593
5336;15:58:08;CB7136
5337;15:58:09;AC1580
5338;15:58:21;AA3167
5339;15:58:27;AA1339
5340;15:58:36;CB4129
5341;15:58:39;BB6996
5342;15:58:54;CC7057
5343;15:58:55;BA9257
5344;15:58:59;AC5426
5345;15:59:11;CB6494
5346;15:59:16;AC1693
5347;15:59:31;BB3861
5348;15:59:36;AB7810
5349;15:59:44;BB3689
5350;15:59:56;CC6022
5351;16:00:00;AA1394
5352;16:00:09;BB3689
5353;16:00:22;CB4141
5354;16:00:25;AA7529
5355;16:00:40;CC6331
5356;16:00:55;BC6755
5357;16:01:00;BC4166
5358;16:01:01;CA8204
5359;16:01:02;AC7499
5360;16:01:15;AC7939
5361;16:01:19;BC5752
5362;16:01:23;CB7336
5363;16:01:34;AC7247
5364;16:01:42;AB7474
5365;16:01:47;AC7981
5366;16:02:02;BA1583
5367;16:02:17;AC5506
5368;16:02:28;BA2822
5369;16:02:30;BB2038
5370;16:02:35;BC1770
5371;16:02:46;CB5166
5372;16:02:59;CC6342
5373;16:03:06;BB6738
5374;16:03:17;CC1717
5375;16:03:29;CA7749
5376;16:03:34;CC7131
5377;16:03:38;BB8611
5378;16:03:50;AA2268
5379;16:04:01;CA1458
5380;16:04:10;CC1890
5381;16:04:16;CB6055
5382;16:04:22;AA4178
5383;16:04:27;AA2424
5384;16:04:31;BA5082
5385;16:04:36;AC4994
5386;16:04:49;BA2156
5387;16:05:03;CA6886
5388;16:05:07;CA3838
5389;16:05:15;CB1847
5390;16:05:27;CA6218
5391;16:05:42;AB9627
5392;16:05:44;CC1643
5393;16:05:50;AB6302
5394;16:06:02;CA7900
5395;16:06:06;AC9221
5396;16:06:11;BC1205
5397;16:06:20;CC3679
5398;16:06:22;AC4700
5399;16:06:36;AA2785
5400;16:06:41;AA2314
5401;16:06:47;BC2188
5402;16:06:53;CB1645
5403;16:06:55;CB8801
5404;16:06:58;AB6529
5405;16:07:03;BA9022
5406;16:07:11;BA2245
5407;16:07:18;BC7995
5408;16:07:20;CC2181
5409;16:07:33;BC3771
5410;16:07:48;CB9364
5411;16:07:51;AB4719
5412;16:07:55;BC7446
5413;16:08:09;AC2371
5414;16:08:14;AB9481
5415;16:08:24;AA4208
5416;16:08:38;AB5076
5417;16:08:47;BC4536
5418;16:08:55;BC6880
5419;16:09:03;BA8947
5420;16:09:10;CB4227
5421;16:09:12;BC4406
5422;16:09:25;BC8570
5423;16:09:33;BC5767
5424;16:09:40;AC3943
5425;16:09:41;AB8084
5426;16:09:54;CA7918
5427;16:10:04;CC1223
5428;16:10:12;AC6955
5429;16:10:27;CA7380
5430;16:10:39;AB7645
5431;16:10:49;AC4613
5432;16:10:52;AB2277
5433;16:10:58;BB6326
5434;16:11:11;AA1404
5435;16:11:23;CC2164
5436;16:11:37;BC2725
5437;16:11:41;BB2465
5438;16:11:53;CA7280
5439;16:11:57;AB2780
5440;16:11:58;BC9864
5441;16:12:05;CB1035
5442;16:12:13;CC3077
5443;16:12:26;AA6234
5444;16:12:31;CC4290
5445;16:12:42;BB9441
5446;16:12:55;BB7616
5447;16:12:57;AB5903
5448;16:13:11;CC9431
5449;16:13:21;CA5955
5450;16:13:31;CC2584
5451;16:13:32;AC2996
5452;16:13:38;BB7694
5453;16:13:51;BA9408
5454;16:13:55;BA2659
5455;16:14:01;CA9461
5456;16:14:14;CA1620
5457;16:14:23;AC2417
5458;16:14:26;BA3036
5459;16:14:34;CC1337
5460;16:14:47;BA9939
5461;16:14:49;CC4294
5462;16:15:01;BC3754
5463;16:15:14;CC8628
5464;16:15:16;AA1557
5465;16:15:24;BA9646
5466;16:15:33;AB8059
5467;16:15:46;BC3083
5468;16:16:01;AA6854
5469;16:16:05;AB2073
5470;16:16:19;CA7665
5471;16:16:24;AA7234
5472;16:16:33;CA6620
5473;16:16:36;CA6240
5474;16:16:44;CB5219
5475;16:16:57;CA2109
5476;16:17:04;CC5690
5477;16:17:15;CC6101
5478;16:17:17;CC4650
5479;16:17:27;BC1805
5480;16:17:31;AA9740
5481;16:17:40;BC8819
5482;16:17:44;CA5670
5483;16:17:55;AC1517
5484;16:17:59;BB9312
5485;16:18:05;CB6292
5486;16:18:12;BB7933
5487;16:18:17;CC8749
5488;16:18:27;BB9702
5489;16:18:39;AA7954
5490;16:18:41;BC9373
5491;16:18:55;AB5397
5492;16:19:03;AC8409
5493;16:19:16;BA8621
5494;16:19:26;BA4405
5495;16:19:37;CC6904
5496;16:19:39;BC9776
5497;16:19:47;AA4253
5498;16:19:56;AA6748
5499;16:19:57;AC6857
5500;16:20:04;AB6647
5501;16:20:06;BA4075
5502;16:20:14;AC2952
5503;16:20:18;AA4352
5504;16:20:26;AC1458
5505;16:20:33;BA4891
5506;16:20:34;CB1270
5507;16:20:45;BA1094
5508;16:20:53;CA5738
5509;16:20:57;AB1235
5510;16:20:59;BB9371
5511;16:21:01;BB1058
5512;16:21:15;CA3063
5513;16:21:16;CC3774
5514;16:21:17;AB4210
5515;16:21:25;BC9227
5516;16:21:39;CA9909
5517;16:21:54;BB7604
5518;16:22:01;CA8025
5519;16:22:15;AA2113
5520;16:22:20;CC7864
5521;16:22:21;AB2115
5522;16:22:25;BB5839
5523;16:22:33;CC6524
5524;16:22:43;CB6570
5525;16:22:55;AB2385
5526;16:23:03;BC2180
5527;16:23:14;AB7655
5528;16:23:19;AC9934
5529;16:23:24;BA1250
5530;16:23:31;AC4285
5531;16:23:38;AA6558
5532;16:23:49;CA5563
5533;16:23:50;CC4222
5534;16:24:01;BA4371
5535;16:24:06;BA6304
5536;16:24:19;CA5832
5537;16:24:23;AB1182
5538;16:24:25;BC3883
5539;16:24:27;BB4830
5540;16:24:33;CB5133
5541;16:24:36;BA9200
5542;16:24:45;CB4581
5543;16:24:53;BB2404
5544;16:25:05;CC2818
5545;16:25:11;AC4776
5546;16:25:12;CC9982
5547;16:25:15;CC5924
5548;16:25:20;BC4050
5549;16:25:26;CC5321
5550;16:25:41;AA2887
5551;16:25:50;CC2569
5552;16:25:52;BC9216
5553;16:26:07;BA9303
5554;16:26:20;AC2667
5555;16:26:26;BB9808
5556;16:26:35;CC1302
5557;16:26:48;AB1977
5558;16:26:53;CC8915
5559;16:27:01;AB5681
5560;16:27:12;CA1109
5561;16:27:27;CB6010
5562;16:27:28;CC1132
5563;16:27:35;BC1664
5564;16:27:48;CA5469
5565;16:27:59;CB5873
5566;16:28:13;CC4038
5567;16:28:19;AA6276
5568;16:28:20;BA2122
5569;16:28:26;BB5999
5570;16:28:30;AA4574
5571;16:28:44;CB1457
5572;16:28:57;CB8564
5573;16:29:05;BA1413
5574;16:29:11;CB3908
5575;16:29:20;BA9042
5576;16:29:34;CA5682
5577;16:29:35;AA1434
5578;16:29:46;AB5829
5579;16:29:58;CA5840
5580;16:30:08;AB4587
5581;16:30:21;BA5635
5582;16:30:26;CA5958
5583;16:30:39;CC2011
5584;16:30:41;BC7684
5585;16:30:45;BC3441
5586;16:30:55;AB3998
5587;16:31:02;BC1198
5588;16:31:17;AA6082
5589;16:31:24;BA8065
5590;16:31:36;CC4914
5591;16:31:47;CC4680
5592;16:31:52;BB8957
5593;16:31:53;CC4240
5594;16:32:08;BA8234
5595;16:32:16;BB3751
5596;16:32:18;CA7482
5597;16:32:31;CB9394
5598;16:32:39;BC5229
5599;16:32:48;BC3481
5600;16:32:58;CC5994
5601;16:33:07;BC3674
5602;16:33:17;BB4888
5603;16:33:19;BA6936
5604;16:33:25;BC5831
5605;16:33:39;BB9078
5606;16:33:45;BA9931
5607;16:34:00;BA1768
5608;16:34:13;AC6184
5609;16:34:20;CB8018
5610;16:34:31;CA8953
5611;16:34:41;BC3758
5612;16:34:48;AC6444
5613;16:34:52;CC8212
5614;16:34:53;BA4483
5615;16:35:02;AC9520
5616;16:35:16;BC3146
5617;16:35:21;CC8511
5618;16:35:33;CB3395
5619;16:35:46;BC6317
5620;16:35:56;CB4025
5621;16:36:01;BC7850
5622;16:36:15;CC7294
5623;16:36:17;CB8168
5624;16:36:19;BB9519
5625;16:36:23;BA3173
5626;16:36:34;BA4234
5627;16:36:46;AA8597
5628;16:36:59;CB7772
5629;16:37:04;BB7755
5630;16:37:05;AA4995
5631;16:37:15;AC8731
5632;16:37:28;AC9347
5633;16:37:29;BB9097
5634;16:37:39;BB2510
5635;16:37:54;BC3385
5636;16:38:07;AC6899
5637;16:38:21;CA1976
5638;16:38:34;AB4370
5639;16:38:40;CB6480
5640;16:38:55;BA7096
5641;16:39:08;BB4902
5642;16:39:19;BA2238
5643;16:39:30;BC9811
5644;16:39:45;BA5636
5645;16:39:53;BB6864
5646;16:39:56;AA5834
5647;16:40:00;AB7295
5648;16:40:06;BA4967
5649;16:40:11;CB7576
5650;16:40:26;CA1959
5651;16:40:30;CA8204
5652;16:40:31;CB6234
5653;16:40:45;AC6712
5654;16:40:51;AC7939
5655;16:40:56;AA5011
5656;16:41:00;AC7247
5657;16:41:03;BA6042
5658;16:41:12;AC7981
5659;16:41:20;BB1134
5660;16:41:35;BC8860
5661;16:41:43;BC7676
5662;16:41:47;AC5506
5663;16:41:50;CA2552
5664;16:42:00;CB7788
5665;16:42:13;BA2853
5666;16:42:23;CA2179
5667;16:42:31;AC1145
5668;16:42:41;BC7772
5669;16:42:55;CC7170
5670;16:42:59;CC2681
5671;16:43:11;AA5803
5672;16:43:26;BB1185
5673;16:43:29;CC5623
5674;16:43:35;BB6761
5675;16:43:47;AA1325
5676;16:43:55;BA1896
5677;16:44:02;BC8423
5678;16:44:12;AB7135
5679;16:44:21;CB9408
5680;16:44:25;BA4307
5681;16:44:40;AC1033
5682;16:44:49;CC7142
5683;16:45:01;BC8315
5684;16:45:07;BA7500
5685;16:45:15;BB8930
5686;16:45:18;BC9896
5687;16:45:28;AB5601
5688;16:45:36;BA8187
5689;16:45:46;CC8546
5690;16:45:53;BA4527
5691;16:45:57;AB5466
5692;16:46:11;BB8967
5693;16:46:26;BC1893
5694;16:46:38;CB8920
5695;16:46:49;BB4330
5696;16:46:57;BC3271
5697;16:47:11;CC9524
5698;16:47:16;BB9135
5699;16:47:21;BC9741
5700;16:47:29;AC9124
5701;16:47:38;CC7374
5702;16:47:46;BA6971
5703;16:48:01;AB1393
5704;16:48:04;CB3180
5705;16:48:13;AB4053
5706;16:48:18;BB4480
5707;16:48:24;CB9713
5708;16:48:36;CA3040
5709;16:48:43;CC3491
5710;16:48:47;AA8043
5711;16:49:00;BC4755
5712;16:49:10;CB3118
5713;16:49:18;BB6726
5714;16:49:19;CB6549
5715;16:49:34;BB6539
5716;16:49:43;BC1065
5717;16:49:50;AC3656
5718;16:49:54;CB5593
5719;16:50:05;BC3662
5720;16:50:17;AA6554
5721;16:50:19;AC7539
5722;16:50:29;CC4311
5723;16:50:44;CB7468
5724;16:50:51;AC3275
5725;16:51:04;AA6406
5726;16:51:19;AB9755
5727;16:51:26;CC8132
5728;16:51:35;BA8605
5729;16:51:46;CB3272
5730;16:52:00;CB3068
5731;16:52:08;AB3979
5732;16:52:22;CA8823
5733;16:52:26;BB7061
5734;16:52:35;CB4081
5735;16:52:40;CA6021
5736;16:52:54;BB9646
5737;16:52:59;CB7584
5738;16:53:01;AB1068
5739;16:53:04;AB5489
5740;16:53:12;BB7281
5741;16:53:24;AB1471
5742;16:53:32;AA6024
5743;16:53:39;AB9920
5744;16:53:46;BC7948
5745;16:54:01;CB2240
5746;16:54:15;BB4553
5747;16:54:28;AB8171
5748;16:54:30;CA3015
5749;16:54:35;AC2524
5750;16:54:48;AA7503
5751;16:54:58;CB7166
5752;16:54:59;BA8644
5753;16:55:10;AA3755
5754;16:55:14;BB1170
5755;16:55:18;CB5525
5756;16:55:29;BA6932
5757;16:55:37;CC8644
5758;16:55:39;CC2729
5759;16:55:46;BC6438
5760;16:55:54;BC3850
5761;16:56:07;CA5760
5762;16:56:13;BC5550
5763;16:56:21;CC8506
5764;16:56:24;CC5051
5765;16:56:28;CC9409
5766;16:56:30;CA6019
5767;16:56:44;BB8435
5768;16:56:51;CC2189
5769;16:56:52;BC8076
5770;16:56:59;BA3059
5771;16:57:11;CC2215
5772;16:57:25;AA2205
5773;16:57:30;CC6675
5774;16:57:31;CC3465
5775;16:57:33;BC2349
5776;16:57:37;BC5528
5777;16:57:46;AA4090
5778;16:57:47;CC2014
5779;16:58:01;CB1728
5780;16:58:08;BA7653
5781;16:58:12;BC2963
5782;16:58:13;CA9136
5783;16:58:26;AA4917
5784;16:58:38;CA2986
5785;16:58:53;AB8924
5786;16:59:07;BB7827
5787;16:59:20;CB3044
5788;16:59:22;AC8792
5789;16:59:30;CA8981
5790;16:59:32;CA6946
5791;16:59:38;CC2110
5792;16:59:47;BB3689
5793;16:59:52;AC5347
5794;17:00:03;BB7986
5795;17:00:08;BB3689
5796;17:00:19;CB3259
5797;17:00:21;BC2378
5798;17:00:23;AC5241
5799;17:00:33;AA1857
5800;17:00:43;AA5819
5801;17:00:53;BC4257
5802;17:00:55;CA6766
5803;17:01:07;CA8204
5804;17:01:22;AC7939
5805;17:01:24;AC7247
5806;17:01:28;AC7981
5807;17:01:33;AC5506
5808;17:01:38;BB7216
5809;17:01:39;BC2189
5810;17:01:49;BC3953
5811;17:01:54;CB9363
5812;17:02:00;AB9616
5813;17:02:07;AC6253
5814;17:02:16;AA6508
5815;17:02:27;BB2098
5816;17:02:28;AA6080
5817;17:02:40;BC6737
5818;17:02:49;BA7358
5819;17:02:52;CB4252
5820;17:02:55;AA8906
5821;17:02:58;BB3415
5822;17:02:59;CC6356
5823;17:03:05;BC1948
5824;17:03:13;BA9797
5825;17:03:22;BB8410
5826;17:03:31;BA3028
5827;17:03:41;BC6709
5828;17:03:48;CB5641
5829;17:03:58;BB3730
5830;17:04:13;AB3270
5831;17:04:26;BC4039
5832;17:04:39;BA2926
5833;17:04:41;BB6963
5834;17:04:42;AB9122
5835;17:04:48;CA1088
5836;17:04:52;CB1411
5837;17:05:02;BB7305
5838;17:05:17;CC7619
5839;17:05:29;BA1275
5840;17:05:36;BA8927
5841;17:05:46;CA2613
5842;17:05:59;BA3341
5843;17:06:11;AB3489
5844;17:06:12;CC8913
5845;17:06:16;BC7790
5846;17:06:30;CB7504
5847;17:06:31;AB9822
5848;17:06:41;AB8961
5849;17:06:54;AB6494
5850;17:07:02;BC6960
5851;17:07:09;BA8222
5852;17:07:20;BA6236
5853;17:07:25;BB2107
5854;17:07:33;AB2276
5855;17:07:44;AB6488
5856;17:07:51;BC8401
5857;17:08:02;AA1576
5858;17:08:11;BC2040
5859;17:08:15;CA4801
5860;17:08:23;AC5482
5861;17:08:34;AA9345
5862;17:08:36;BA6216
5863;17:08:46;CC8238
5864;17:08:50;AC4091
5865;17:08:59;AC2962
5866;17:09:12;AB6568
5867;17:09:25;CB2506
5868;17:09:40;AC3694
5869;17:09:43;BC7164
5870;17:09:56;CC2186
5871;17:09:58;CA9313
5872;17:09:59;BA2162
5873;17:10:09;AB9514
5874;17:10:17;AB6574
5875;17:10:23;CC4957
5876;17:10:31;CB6062
5877;17:10:36;CB5302
5878;17:10:48;BA7925
5879;17:10:56;AB5401
5880;17:11:02;BC6726
5881;17:11:15;BC6057
5882;17:11:16;BC5658
5883;17:11:31;CB8385
5884;17:11:39;AA3623
5885;17:11:52;CA9667
5886;17:12:03;CB5462
5887;17:12:09;AC8192
5888;17:12:10;AB4899
5889;17:12:17;CB7855
5890;17:12:23;AA2590
5891;17:12:36;BA3192
5892;17:12:41;BC5978
5893;17:12:50;CC7617
5894;17:12:57;CB6140
5895;17:13:07;BA5424
5896;17:13:12;BA9443
5897;17:13:15;BA6169
5898;17:13:24;CC7323
5899;17:13:39;CA2663
5900;17:13:45;CB3328
5901;17:13:53;CB1833
5902;17:14:00;BC3882
5903;17:14:05;BB4606
5904;17:14:14;BB3635
5905;17:14:27;AB5891
5906;17:14:34;BA4060
5907;17:14:48;BA1631
5908;17:14:58;AC1910
5909;17:15:08;BC6398
5910;17:15:17;CC7172
5911;17:15:31;CA9203
5912;17:15:37;BC5216
5913;17:15:41;BA7151
5914;17:15:53;BA9330
5915;17:16:05;BB9458
5916;17:16:17;CA6600
5917;17:16:28;AB6723
5918;17:16:35;CB4099
5919;17:16:49;BC1627
5920;17:16:53;BA5271
5921;17:17:04;BC6030
5922;17:17:18;BA6297
5923;17:17:29;AA4869
5924;17:17:39;AA7941
5925;17:17:54;CA7429
5926;17:17:55;AC7482
5927;17:18:05;CA4149
5928;17:18:20;CB1443
5929;17:18:31;BA2612
5930;17:18:45;BB3652
5931;17:18:48;BB5060
5932;17:19:01;AC6195
5933;17:19:06;BB7800
5934;17:19:12;CC7366
5935;17:19:19;CC2667
5936;17:19:29;BB6251
5937;17:19:39;AC3145
5938;17:19:43;BA1304
5939;17:19:46;AC5393
5940;17:19:56;AA8424
5941;17:19:58;CC3788
5942;17:20:02;BB9182
5943;17:20:13;BB4049
5944;17:20:21;CA4303
5945;17:20:31;BA4549
5946;17:20:36;AA1472
5947;17:20:50;BA3943
5948;17:21:01;AB9893
5949;17:21:03;BA2930
5950;17:21:07;CB8560
5951;17:21:18;BB7487
5952;17:21:31;CA9368
5953;17:21:43;CB6536
5954;17:21:53;AC3645
5955;17:21:57;BB8785
5956;17:22:04;AA5569
5957;17:22:05;BC7529
5958;17:22:15;CB3483
5959;17:22:30;CB1692
5960;17:22:45;CC4521
5961;17:22:57;CB5218
5962;17:23:05;CC6435
5963;17:23:17;CC6658
5964;17:23:31;BA9540
5965;17:23:46;AC6166
5966;17:23:51;BB1979
5967;17:24:00;CB1772
5968;17:24:08;BA9027
5969;17:24:11;CA5843
5970;17:24:18;BA2435
5971;17:24:26;AA7521
5972;17:24:28;AB8149
5973;17:24:41;AB7620
5974;17:24:43;BC5891
5975;17:24:55;BC4333
5976;17:24:56;AA8511
5977;17:25:02;BA4076
5978;17:25:05;AB6035
5979;17:25:16;AA2979
5980;17:25:30;BA2461
5981;17:25:32;BA9687
5982;17:25:46;CB8318
5983;17:25:56;CB6737
5984;17:25:59;CB4102
5985;17:26:13;AA4664
5986;17:26:23;BA2257
5987;17:26:36;AB7497
5988;17:26:48;CA7310
5989;17:26:50;AC1917
5990;17:26:54;BB7359
5991;17:27:05;CA2010
5992;17:27:09;BC4824
5993;17:27:14;BC5597
5994;17:27:29;AA3323
5995;17:27:39;BC8243
5996;17:27:54;AB7591
5997;17:28:05;CC2819
5998;17:28:09;CB6801
5999;17:28:10;BB1222
6000;17:28:12;BB7474
6001;17:28:19;CC3081
6002;17:28:33;CC9339
6003;17:28:37;CC3297
6004;17:28:48;BB6234
6005;17:28:55;AA5769
6006;17:29:03;BA7608
6007;17:29:09;BB2405
6008;17:29:18;CA5944
6009;17:29:25;CA9379
6010;17:29:33;CA8079
6011;17:29:37;AB6401
6012;17:29:43;AC5754
6013;17:29:44;AC1996
6014;17:29:49;AB1339
6015;17:29:51;CA9504
6016;17:29:52;BB5731
6017;17:29:55;AC9053
6018;17:30:10;CA6713
6019;17:30:14;CA7646
6020;17:30:29;CB3451
6021;17:30:37;AC7741
6022;17:30:43;AA9527
6023;17:30:46;CC1146
6024;17:31:00;AB4448
6025;17:31:08;CC5462
6026;17:31:22;BA4702
6027;17:31:24;CC7598
6028;17:31:32;AC6769
6029;17:31:47;CB3278
6030;17:31:57;BC8490
6031;17:32:08;CA9112
6032;17:32:16;AC2423
6033;17:32:21;AA9222
6034;17:32:31;BA5301
6035;17:32:45;CC8098
6036;17:32:54;BC3580
6037;17:33:08;CC3711
6038;17:33:10;CA9477
6039;17:33:23;AC3001
6040;17:33:24;CB2696
6041;17:33:37;AB2570
6042;17:33:52;AB1014
6043;17:33:55;AA8001
6044;17:33:59;AC3350
6045;17:34:09;BC4470
6046;17:34:20;CB9086
6047;17:34:28;BC4710
6048;17:34:31;CB7280
6049;17:34:32;AB1536
6050;17:34:36;CB4841
6051;17:34:41;AC6665
6052;17:34:49;BA6178
6053;17:35:04;BA2844
6054;17:35:08;CA8204
6055;17:35:17;CB8246
6056;17:35:27;AB1500
6057;17:35:34;AC7939
6058;17:35:47;BB4908
6059;17:36:01;AA4804
6060;17:36:11;AC7247
6061;17:36:19;AC5182
6062;17:36:21;AC7981
6063;17:36:34;AC5506
6064;17:36:49;CA7011
